age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,income,age_group
52,Self-emp-not-inc,102346,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,35,United-States,<=50K,50-59
25,Private,181666,Assoc-acdm,12,Never-married,Tech-support,Own-child,White,Female,40,United-States,<=50K,20-29
50,Private,207367,Some-college,10,Married-spouse-absent,Other-service,Not-in-family,White,Female,40,Cuba,<=50K,40-49
50,Private,202296,Assoc-voc,11,Separated,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K,40-49
48,Federal-gov,94342,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,45,United-States,<=50K,40-49
30,Private,41493,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,35,Canada,<=50K,20-29
29,Self-emp-not-inc,164607,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,20-29
52,Self-emp-not-inc,41496,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,<=50K,50-59
36,Local-gov,196529,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,>50K,30-39
24,Private,157332,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Female,42,United-States,<=50K,20-29
30,Local-gov,154935,Assoc-acdm,12,Never-married,Protective-serv,Not-in-family,Black,Male,40,United-States,<=50K,20-29
23,Private,223231,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,40,Mexico,<=50K,20-29
28,Private,94880,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,43,Mexico,<=50K,20-29
20,Private,309580,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,<=50K,10-19
27,Private,376936,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,20-29
42,Private,179557,Some-college,10,Divorced,Tech-support,Not-in-family,White,Female,40,United-States,<=50K,40-49
51,Private,224207,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,50-59
27,Federal-gov,47907,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,20-29
23,Self-emp-not-inc,191283,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,40,United-States,<=50K,20-29
38,Private,161141,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,<=50K,30-39
20,Private,203003,HS-grad,9,Never-married,Transport-moving,Other-relative,White,Male,40,United-States,<=50K,10-19
35,Private,113322,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,30-39
50,Private,343847,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,38,United-States,>50K,40-49
45,Private,214068,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,40-49
44,Private,116632,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,40-49
23,Private,240160,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,<=50K,20-29
23,Self-emp-inc,284651,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,43,United-States,<=50K,20-29
39,State-gov,141420,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K,30-39
54,Private,165278,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,50-59
40,Private,167265,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,43,United-States,<=50K,30-39
44,Private,139907,Some-college,10,Never-married,Sales,Own-child,White,Male,50,United-States,<=50K,40-49
25,Private,312966,9th,5,Separated,Handlers-cleaners,Other-relative,White,Male,40,El-Salvador,<=50K,20-29
36,Private,373952,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,30-39
77,,132728,Masters,14,Divorced,,Not-in-family,White,Male,45,United-States,<=50K,70-79
35,,61343,HS-grad,9,Married-civ-spouse,,Husband,White,Male,40,United-States,<=50K,30-39
53,Self-emp-not-inc,34973,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,45,United-States,<=50K,50-59
57,Private,319733,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Poland,>50K,50-59
19,Private,125591,Some-college,10,Never-married,Other-service,Own-child,White,Female,40,United-States,<=50K,10-19
28,Private,60772,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,45,United-States,<=50K,20-29
40,Private,343068,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,30-39
36,Self-emp-not-inc,177907,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,>50K,30-39
28,Private,144063,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,20-29
32,Private,183356,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,30-39
49,Private,155489,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,40-49
28,,230704,HS-grad,9,Never-married,,Not-in-family,Black,Male,40,United-States,<=50K,20-29
19,Private,165115,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,40,United-States,<=50K,10-19
31,Private,49923,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,30-39
40,Private,272240,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K,30-39
59,Private,194290,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,48,United-States,<=50K,50-59
52,Private,145548,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,>50K,50-59
27,Private,175262,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,<=50K,20-29
45,Local-gov,37306,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K,40-49
58,Private,137547,Bachelors,13,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,40,South,<=50K,50-59
53,Private,276515,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,40,Cuba,<=50K,50-59
35,Private,215310,11th,7,Divorced,Handlers-cleaners,Other-relative,White,Male,40,United-States,<=50K,30-39
49,Private,332355,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,40-49
49,Private,204057,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,40-49
25,Private,391591,12th,8,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,20-29
47,Private,169092,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,50,United-States,>50K,40-49
28,Private,230743,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,20-29
31,Private,202822,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K,30-39
61,,226989,Some-college,10,Married-spouse-absent,,Not-in-family,White,Male,40,United-States,<=50K,60-69
23,Private,224424,Bachelors,13,Never-married,Other-service,Own-child,White,Male,40,United-States,<=50K,20-29
30,Private,156464,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,45,United-States,>50K,20-29
26,Private,108542,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,35,United-States,<=50K,20-29
34,Local-gov,194325,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,<=50K,30-39
49,Private,114797,Bachelors,13,Divorced,Exec-managerial,Unmarried,Black,Female,40,United-States,<=50K,40-49
38,Private,204756,HS-grad,9,Never-married,Sales,Own-child,White,Female,40,United-States,<=50K,30-39
33,Private,163392,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,48,United-States,>50K,30-39
54,Private,138845,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,40,United-States,<=50K,50-59
19,Local-gov,169853,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,10-19
18,Never-worked,206359,10th,6,Never-married,,Own-child,White,Male,40,United-States,<=50K,10-19
60,Private,224097,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,50-59
28,Self-emp-not-inc,160786,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,20-29
43,Self-emp-not-inc,190044,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,40-49
25,Private,206343,HS-grad,9,Never-married,Protective-serv,Other-relative,White,Male,40,United-States,<=50K,20-29
27,Private,36851,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,35,United-States,<=50K,20-29
29,Private,148550,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,20-29
55,Private,157079,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,40,,>50K,50-59
31,Federal-gov,142470,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Black,Female,40,United-States,<=50K,30-39
63,Private,361631,Masters,14,Separated,Prof-specialty,Not-in-family,White,Female,40,United-States,>50K,60-69
59,Private,179594,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,50-59
42,Private,254773,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Black,Female,50,United-States,>50K,40-49
26,Private,205428,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,<=50K,20-29
19,,308064,HS-grad,9,Never-married,,Not-in-family,Black,Female,40,United-States,<=50K,10-19
61,Private,173924,9th,5,Divorced,Handlers-cleaners,Not-in-family,White,Male,40,Puerto-Rico,>50K,60-69
23,State-gov,142547,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,20-29
24,Private,119704,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K,20-29
43,State-gov,52849,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,40-49
35,Private,360814,9th,5,Divorced,Craft-repair,Not-in-family,White,Male,45,United-States,<=50K,30-39
25,Private,233777,HS-grad,9,Never-married,Transport-moving,Other-relative,White,Male,40,,<=50K,20-29
26,Local-gov,197530,Masters,14,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,20-29
32,Private,340940,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,30-39
29,Private,88432,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K,20-29
57,Private,183810,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,50-59
35,Private,175614,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,>50K,30-39
60,Private,227266,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,33,United-States,<=50K,50-59
71,Local-gov,337064,Masters,14,Widowed,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,70-79
50,Local-gov,117791,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,40-49
37,Private,172846,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,>50K,30-39
23,Private,73514,HS-grad,9,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,40,Vietnam,<=50K,20-29
59,Private,43221,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,43,United-States,>50K,50-59
45,Private,26781,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,40,United-States,<=50K,40-49
32,Private,153078,Bachelors,13,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,40,South,<=50K,30-39
39,Private,231491,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,40,United-States,<=50K,30-39
29,State-gov,95423,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,36,United-States,<=50K,20-29
22,Private,234663,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,20-29
46,Private,328669,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,42,United-States,<=50K,40-49
51,Private,143741,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,>50K,50-59
56,State-gov,81954,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,50-59
27,Private,261375,Bachelors,13,Never-married,Adm-clerical,Own-child,Black,Female,40,United-States,<=50K,20-29
39,Private,316211,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,>50K,30-39
37,Private,61299,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K,30-39
33,Private,113364,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Male,40,United-States,<=50K,30-39
35,Private,48123,12th,8,Married-civ-spouse,Craft-repair,Wife,White,Female,50,United-States,<=50K,30-39
33,Private,214635,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,50,United-States,<=50K,30-39
48,Private,115585,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,40-49
32,Private,194141,HS-grad,9,Divorced,Machine-op-inspct,Own-child,White,Male,50,United-States,<=50K,30-39
18,,23233,10th,6,Never-married,,Own-child,White,Male,40,United-States,<=50K,10-19
21,Private,206492,HS-grad,9,Never-married,Sales,Own-child,White,Female,40,,<=50K,20-29
56,Private,28729,11th,7,Separated,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K,50-59
45,Private,275517,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,40,United-States,<=50K,40-49
32,Private,128002,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,45,United-States,<=50K,30-39
55,Private,189664,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,50-59
34,Private,209808,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K,30-39
33,Private,176992,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,30-39
25,Private,191271,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,20-29
28,Private,375482,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,40,United-States,<=50K,20-29
53,Private,169182,10th,6,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Female,40,Columbia,<=50K,50-59
22,Private,145477,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,40,United-States,<=50K,20-29
31,Private,91964,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Male,40,United-States,<=50K,30-39
19,Private,218956,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,<=50K,10-19
37,Self-emp-not-inc,241306,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,30-39
60,,251572,HS-grad,9,Widowed,,Not-in-family,White,Male,35,Poland,<=50K,50-59
54,Local-gov,182388,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,35,United-States,<=50K,50-59
23,Private,205939,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,38,United-States,<=50K,20-29
19,Self-emp-not-inc,30800,10th,6,Married-spouse-absent,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,40,United-States,<=50K,10-19
22,Private,131230,Bachelors,13,Never-married,Sales,Own-child,White,Male,40,United-States,<=50K,20-29
22,Private,61850,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,40,United-States,<=50K,20-29
35,Private,133454,10th,6,Divorced,Machine-op-inspct,Not-in-family,White,Male,50,United-States,<=50K,30-39
38,Private,104094,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,30-39
29,Private,105422,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,20-29
56,Private,142182,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,>50K,50-59
62,Self-emp-inc,200577,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,>50K,60-69
27,Private,208703,HS-grad,9,Never-married,Protective-serv,Own-child,White,Male,40,Japan,<=50K,20-29
55,,193895,HS-grad,9,Divorced,,Not-in-family,White,Female,40,England,<=50K,50-59
26,Private,288592,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,20-29
43,Private,266439,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,45,United-States,<=50K,40-49
53,Federal-gov,276868,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K,50-59
43,Private,131435,Bachelors,13,Divorced,Other-service,Not-in-family,White,Female,40,United-States,<=50K,40-49
56,Private,175127,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,35,United-States,<=50K,50-59
25,Private,277444,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,<=50K,20-29
60,Private,63296,Masters,14,Divorced,Prof-specialty,Other-relative,Black,Male,40,United-States,<=50K,50-59
28,Private,96337,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,20-29
21,Private,221955,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Male,40,Mexico,<=50K,20-29
32,State-gov,230224,Assoc-acdm,12,Married-civ-spouse,Other-service,Husband,White,Male,35,United-States,<=50K,30-39
55,Private,231738,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,40,England,<=50K,50-59
33,Local-gov,198183,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States,>50K,30-39
35,Private,165767,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,30-39
39,Local-gov,139364,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States,>50K,30-39
19,Private,227491,HS-grad,9,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,40,United-States,<=50K,10-19
25,Private,222254,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,40,United-States,<=50K,20-29
27,Private,29261,Assoc-acdm,12,Never-married,Craft-repair,Unmarried,White,Male,40,United-States,<=50K,20-29
39,Private,174368,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K,30-39
69,Private,108196,10th,6,Never-married,Craft-repair,Other-relative,White,Male,40,United-States,<=50K,60-69
34,Private,110622,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,40,Philippines,<=50K,30-39
